,date,new_tweet
3589,10/20/2016 2:02,"['Reliance', 'Jio', 'effect', 'Airtel', 'offers', '2GB', '4G', 'data', 'Rs', '153', 'without', 'upfront', 'charges', 'Read', 'http', 'owler', 'us', 'abJM6Z', 'BHARTIARTL']"
3590,10/20/2016 2:02,"['NewsTechnology', 'Here', 'Trick', 'Get', 'Free', 'Reliance', 'Jio', '4G', 'Data', '1', 'Year', 'Your', 'New', 'Smartphone', 'http', 'dlvr', 'MV4RTR']"
3591,10/20/2016 2:01,"['jio', '0206']"
3592,10/20/2016 2:01,"['Good', 'News', 'Jio', 'Users', 'Calls', 'Will', 'Remain', 'Free', 'Life', 'http', 'www', 'gizbot', 'com', 'telecom', 'featur', 'es', 'good', 'news', 'jio', 'users', 'calls', 'remain', 'free', 'life', '035748', 'html', 'utm', 'source', 'article', 'utm', 'medium', 'tweet', 'button', 'utm', 'campaign', 'article', 'tweet', 'via', 'gizbotcom']"
3593,10/20/2016 2:01,"['Jio', 'Navgujarat', 'Samay', 'http', 'navgujaratsamay', 'indiatimes', 'com', 'photo', 'mazza', 'ho', 'w', 'jio', '4g', 'sims', 'barcode', 'hack', 'jio', 'photoshow', '54936190', 'cms', 'via', 'navgujaratsamay']"
3594,10/20/2016 2:01,"['shastrishyam', 'JioCare', 'reliancejio', 'bhai', 'Maine', 'vyang', 'kiya', 'hai', 'Jio', 'par', 'Jio', 'Digital', 'Jio']"
3595,10/20/2016 2:00,"['How', 'Jio', '4G', 'sim', 'barcode', 'hack', 'Navgujaratsamay', 'Photogallery', 'https', 'lnkd', 'fdJFdAe']"
3596,10/20/2016 2:00,"['Kerala', 'e', 'gov', 'centers', 'might', 'sell', 'products', 'Jio', 'cos', 'report', 'http', 'buff', 'ly', '2e8Dynb', 'Repost']"
3597,10/20/2016 2:00,"['JioCare', 'hate', 'jio', 'network', 'want', 'provide', 'honest', 'service', 'tell', 'ur', 'bill', 'paid', 'please', 'provide', 'bad', 'services']"
3598,10/20/2016 2:00,"['reliance', 'jio', 'pic', 'twitter', 'com', 'DeHcnxWwEc']"
3599,10/20/2016 2:00,"['You', 'Are', 'My', 'Sunday', 'screening', 'schedule', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', '21st']"
3600,10/20/2016 2:00,"['sagarcasm', 'gujju', 'tweeter', 'many', 'boycott', 'Jio', 'sim']"
3601,10/20/2016 2:00,"['gajumehrasar', 'Please', 'DM', 'us', 'Jio', 'number', 'registered', 'mobile', 'number', 'assist', 'Sudeepa']"
3602,10/20/2016 1:59,"['jio', 'sim', 'free', 'potrol', 'rate', '6', 'rupees', 'high', 'thing', 'everyone']"
3603,10/20/2016 1:59,"['Airtel', 'slashes', 'data', 'tariffs', 'response', 'Jio', 'Dear', 'VodafoneIN', 'planning']"
3604,10/20/2016 1:59,"['MukeshAmbaniJio', 'sir', 'ji', 'sbhi', 'dukano', 'par', 'kab', 'se', 'jio', 'sim', 'milne', 'lagega', 'Please', 'sir', 'ji', 'jald', 'se', 'jad', 'uplabdh', 'karadijiye']"
3605,10/20/2016 1:58,"['gupt', 'abhinav', 'CMDBSNL', 'BSNL', 'KTK', 'switch', 'jio']"
3606,10/20/2016 1:58,"['JioCare', 'facing', 'problem', 'jio', 'sim', 'samsung', 'galaxy', 's7', 'edge', 'u', 'please', 'help']"
3607,10/20/2016 1:57,"['ChethanMng', 'Your', 'Jio', 'number', 'activated', 'Hope', 'enjoy', 'seamless', 'True', '4G', 'experience', 'Please', 'reach', 'us', 'case', 'query', 'Sufiya']"
3608,10/20/2016 1:57,"['Mayank29Gupta', 'Thank', 'confirmation', 'Hope', 'delightful', 'Jio', '4G', 'experience', 'Bharat']"
3609,10/20/2016 1:57,"['jineesh', 'blr', 'Please', 'DM', 'location', 'address', 'faced', 'issue']"
3610,10/20/2016 1:57,"['reliancejio', 'There', 'shop', 'near', 'house', 'Selling', 'JIO', 'SIM', 'CARDS', 'promising', 'reach', 'home', 'get', 'sim', 'Posiible', 'pic', 'twitter', 'com', 'YZJBSvvcX4']"
3611,10/20/2016 1:57,"['JioCare', 'reliancejio', 'reliance', 'jio', 'speed', 'gurgaon', 'well', 'done', 'jio', 'pic', 'twitter', 'com', 'oWW057vbIk']"
3612,10/20/2016 1:57,['Jio']
3613,10/20/2016 1:56,['Jio']
3614,10/20/2016 1:56,['Jio']
3615,10/20/2016 1:55,"['Sarah', 'Jio', 'nun', 'kitaplar', 'hem', 'kezban', 'kitab', 'bunlar', 'de', 'hem', 'de', 'ben', 'de', 'bi', 'okumak', 'istedim', 'de', 'bay', 'lacaks', 'n', 'hepsini', 'okumak', 'isteyeceksin']"
3616,10/20/2016 1:55,"['ArvindKejriwal', 'OK']"
3617,10/20/2016 1:55,"['virendersehwag', 'Virupaji', 'Happy', 'Birthday', '100', 'saal', 'jio', 'This', 'world', 'grateful']"
3618,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'JWrOg62i58I', 'Jio', 'Update', 'News', '2nd', 'September', '2016']"
3619,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'iK37kd0d1Uo', 'Reliance', 'Jio', 'Sim', 'Card', 'And', 'Speed', 'Test', 'Mumbai']"
3620,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'IuiQVcDv7QU', 'How', 'To', 'Get', 'Reliance', 'Jio', 'Sim', 'Card', 'For', 'Any', 'Smartphone']"
3621,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', '6Q5qcnSMPw', 'Jio', '4G', 'Increase', 'Speed', '10', 'Time', 'Faster', 'Hindi', 'How']"
3622,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'xSBHGVqc2eE', 'Remove', '4Gb', 'Data', 'Limit', 'In', 'Jio', 'How', 'To', 'Hindi']"
3623,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'nCbirBTHSuU', 'Difference', 'Between', 'Blue', 'Orange', 'Jio', 'Sim', 'Reliance', 'Jio', '4g']"
3624,10/20/2016 1:55,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'DyctHk8EHZg', 'Use', 'Jio', 'Sim', 'In', 'Any', '3G', 'Phones', 'Jio', 'On', 'Any', '3g', 'Android', 'Phone']"
3625,10/20/2016 1:54,"['The', 'XOLO', 'Era', '2', 'sports', '5MP', 'selfie', 'camera', 'LED', 'flash', 'works', 'Jio', 'SIM']"
3626,10/20/2016 1:53,"['virendersehwag', 'happy', 'birthday', 'sirji', 'Many', 'many', 'happy', 'returns', 'day', 'Ap', 'jio', 'hazaro', 'saal', 'hame', 'bhi', 'ek', 'reply', 'mil', 'jae']"
3627,10/20/2016 1:53,"['prranavsharma', 'HuaweiIndia', 'HiHonorIndia', 'volte', 'ao', 'u', 'use', 'jio', 'sim', 'calling']"
3628,10/20/2016 1:52,"['Jio', 'sim', 'kam', 'aand', 'wali', 'bate', 'kus', 'usd', 'code', 'hai', 'wo', 'yad', 'rakhne', 'rarury', 'hai', '333']"
3629,10/20/2016 1:51,"['JioCare', 'In', 'list', 'wat', 'u', 'gave', 'LeEco', '1s', 'mobile', 'clearly', 'mentioned', 'tat', 'Jio', 'sim', 'works', 'Y', 'I', 'getting', 'network', 'Revert', 'back', 'soon', 'pic', 'twitter', 'com', 'vsC9WUKcFr']"
3630,10/20/2016 1:51,"['hotstartweets', 'Not', 'able', 'sign', 'premium', 'Membership', 'It', 'says', 'sign', 'Jio', 'offer', 'I', 'using', 'Jio', 'buy', 'still', 'allowing']"
3631,10/20/2016 1:51,"['Some', 'idiots', 'believed', 'Jio', 'speeds', 'beta', 'phase', 'would', 'remain', 'even', 'launch', 'https', 'twitter', 'com', 'aseemmanchanda', 'status', '789021686104489984']"
3632,10/20/2016 1:51,"['JioCare', 'Team']"
3633,10/20/2016 1:50,"['reliancejio', 'please', 'fast', '4G', 'speed', 'speed', 'good', 'Airtel', 'Presence', 'relince', 'jio', 'JioCare']"
3634,10/20/2016 1:49,"['Get', 'Jio', 'Welcome', 'offer', 'SIM', 'today', 'https', 'jiocare', 'net', 'via', 'jiocareindia']"
3635,10/20/2016 1:48,"['tanvi', 'madan', 'Jio', 'scotchism']"
3636,10/20/2016 1:48,"['virendersehwag', 'Tum', 'jio', 'hazaro', 'saal', 'saal', 'k', 'din', 'ho', 'pachas', 'hazar']"
3637,10/20/2016 1:48,"['Jio', 'tweet', 'https', 'twitter', 'com', 'TruthOfGujarat', 'status', '788976069919604736']"
3638,10/20/2016 1:48,"['JIO', 'GIGAFIBER', 'EVERYTHING', 'EXPLAINED', '3', 'MONTHS', 'FREE', 'http', 'youtu', 'dF4lfamdqg', 'via', 'YouTube']"
3639,10/20/2016 1:48,[]
3640,10/20/2016 1:48,"['JioCare', 'I', 'denied', 'Reliance', 'Jio', 'Sim', 'Telecomnagar']"
3641,10/20/2016 1:47,['ArvindKejriwal']
3642,10/20/2016 1:46,[]
3643,10/20/2016 1:46,"['Jio', 'sim', 'available', 'Xpress', 'mini', 'stores', 'jabalpur', 'http', 'youtu', 'KTQzpM9mblI', 'via', 'YouTube']"
3644,10/20/2016 1:46,"['JioCare', 'Any', 'update', 'Jio4G', 'RelianceJio', 'Jio']"
3645,10/20/2016 1:45,"['Bhagwaan', 'Ka', 'diya', 'Hua', 'Kuch', 'Nahi', 'Hai', 'Na', 'daulat']"
3646,10/20/2016 1:45,"['virendersehwag', 'Are', 'u', 'Using', 'Jio', '4G', 'sim', 'asksehwag']"
3647,10/20/2016 1:45,"['JioCare', 'YouTube', 'fast', 'sites', 'slow', 'jio', 'dongle']"
3648,10/20/2016 1:45,"['EkShakhs', 'Ban', 'Kar', 'Na', 'Jio', 'Balkay', 'Ek', 'Shakhsiat', 'Ban', 'Kar', 'Jio', 'Kyun', 'K', 'Shakhs', 'To', 'Mar', 'Jata', 'Hai', 'Par', 'Shakhsiat', 'Hamesha', 'Zinda', 'Rehti', 'He', 'Mola', 'Ali']"
3649,10/20/2016 1:45,"['JioCare', 'There', 'shop', 'near', 'house', 'Selling', 'JIO', 'SIM', 'CARDS', 'even', 'promising', 'reach', 'home', 'get', 'sim', 'Is', 'possible', 'pic', 'twitter', 'com', 'wSPQwp0kYP']"
3650,10/20/2016 1:44,"['jio', '0206']"
3651,10/20/2016 1:43,"['Here', 'Trick', 'Get', 'Free', 'Reliance', 'Jio', '4G', 'Data', '1', 'Year', 'Your', 'New', 'Smartphone', 'http', 'dlvr', 'MV4RTR']"
3652,10/20/2016 1:42,"['JioCare', 'If', 'posted', 'Kolkata', 'aadhar', 'address', 'Uttar', 'Pradesh', 'Can', 'I', 'takr', 'jio', 'sim', 'Kolkata']"
3653,10/20/2016 1:42,"['4', 'http', 'telugu', 'gizbot', 'com', 'news', 'reliance', 'jio', 'free', 'unlimited', '4g', 'data', 'calls', '1', 'year', 'lyf', 'phones', 'news', '015249', 'html', 'news', 'smartphones', 'reliance', 'jio', '4g']"
3654,10/20/2016 1:42,"['4', 'http', 'telugu', 'gizbot', 'com', 'news', 'reliance', 'jio', 'free', 'unlimited', '4g', 'data', 'calls', '1', 'year', 'lyf', 'phones', 'news', '015249', 'html', 'news', 'smartphones', 'reliance', 'jio', '4g']"
3655,10/20/2016 1:42,"['Reliance', 'Jio', 'USSD', 'Codes']"
3656,10/20/2016 1:42,"['JioCare', 'Are', 'jio', 'sim', 'cards', 'chargeable', 'purchase', 'local', 'shop', 'reliance', 'digital']"
3657,10/20/2016 1:42,"['reliancejio', 'If', 'posted', 'Kolkata', 'aadhar', 'address', 'Uttar', 'Pradesh', 'Can', 'I', 'takr', 'jio', 'sim', 'Kolkata']"
3658,10/20/2016 1:41,[]
3659,10/20/2016 1:40,"['Why', 'hotstar', 'working', 'jio', 'JioCare']"
3660,10/20/2016 1:40,"['JioCare', 'If', 'posted', 'Kolkata', 'aadhar', 'address', 'Uttar', 'Pradesh', 'Can', 'I', 'takr', 'jio', 'sim', 'Kolkata']"
3661,10/20/2016 1:40,"['Dear', 'reliancejio', 'JioCare']"
3662,10/20/2016 1:40,"['Reliance', 'Jio', 'effect', 'Airtel', 'launches', 'another', 'mega', 'data', 'plan']"
3663,10/20/2016 1:40,"['JioCare', 'call', 'phone', 'connected', 'jio', 'mifi']"
3664,10/20/2016 1:39,"['ultimate', 'speed', 'BSNLCorporate', 'speed', 'much', 'better', 'Jio', 'Check', 'Ookla', 'Speedtest', 'result', 'What', 'speed', 'http', 'www', 'speedtest', 'net', 'result', '23', '14950222']"
3665,10/20/2016 1:39,"['JioCare', 'whether', 'offer', 'iPhone', '7', 'applicable', 'existing', 'Jio', 'customer']"
3666,10/20/2016 1:38,['jio']
3667,10/20/2016 1:38,"['JioCare', 'reliancejio', 'waiting', 'waiting', 'waiting', 'Jio', 'code', 'get', 'clear', 'Simply', 'frustrating']"
3668,10/20/2016 1:37,"['PoS', 'Jio', 'Lavelle', 'Road', 'CBD', 'http', 'www', 'speedtest', 'net', 'result', '18', '24952642']"
3669,10/20/2016 1:37,"['Realice', 'jio', 'sucessful', 'mission', 'digital', 'India', 'thanks']"
3670,10/20/2016 1:36,"['virendersehwag', 'Happy', 'Birthday', 'Viru', 'Hajaroo', 'saal', 'jio', 'let', 'go', 'Party', 'kanjoosi', 'nahi']"
3671,10/20/2016 1:36,"['259', '4']"
3672,10/20/2016 1:36,"['When', 'I', 'using', 'JioCare', 'watched', 'hotstartweets', 'without', 'trouble', 'I', 'using', 'jio', 'trouble', 'watching', 'hotstar', 'hate', 'jio']"
3673,10/20/2016 1:36,"['259', '4']"
3674,10/20/2016 1:36,"['VoraRaj', 'Please', 'DM', 'us', 'Jio', 'number', 'alternate', 'number', 'assist', 'Preeti']"
3675,10/20/2016 1:36,"['http', 'hindi', 'gizbot', 'com', 'news', 'tr', 'ick', 'get', 'free', 'reliance', 'jio', '4g', '1', 'year', 'new', 'smartphone', '011161', 'html', 'reliancejio', 'jio', '4g', 'news']"
3676,10/20/2016 1:35,"['pic', 'twitter', 'com', 'vVild1kGdF']"
3677,10/20/2016 1:34,"['Ajmerikhan10', 'You', 'use', 'Jio', 'SIM', 'phone', 'listed', 'https', 'www', 'jio', 'com', 'Vishal']"
3678,10/20/2016 1:33,"['reliancejio', 'jio', 'net', 'doen', 'work', 'acepted', 'Signals', 'bad', 'Service', 'good', 'networks']"
3679,10/20/2016 1:33,"['Retweeted', 'Gujju', 'Guy', 'AllIndiatroll']"
3680,10/20/2016 1:33,"['pic', 'twitter', 'com', 'V1s7s00STk']"
3681,10/20/2016 1:33,"['reliancejio', 'retail', 'shop', 'manipur', 'selling', 'jio', 'sim', 'skyhigh', 'price', 'Rs1000', 'Or', 'official', 'price']"
3682,10/20/2016 1:33,"['expresstechie', 'Reliance', 'Jio', '4G', 'SIM', 'Here', 'full', 'list', 'compatible', 'devices', 'http', 'ow', 'ly', '2b8U305miY9', 'pic', 'twitter', 'com', 'BcSEhePOc7']"
3683,10/20/2016 1:33,"['Newly', 'added', 'Reliance', 'Jio', 'impact', 'Airtel', 'offer', '10GB', '4G', 'data', 'Rs', '259', 'http', 'www', 'khabarindia', 'p', '21086', 'pic', 'twitter', 'com', 'ZDqZsZlTyC']"
3684,10/20/2016 1:33,"['gabriellleect', 'always', 'jio']"
3685,10/20/2016 1:33,"['Is', 'reliancejio', 'network', 'slowing', 'TRAI', 'data', 'reveals', 'Jio', 'Lossing', '4G', 'advantage', 'Airtel', 'pic', 'twitter', 'com', '5CK0k3R4xB']"
3686,10/20/2016 1:33,"['JioUser', 'use', 'jio', 'sim', 'microsoft', '640', 'lte']"
3687,10/20/2016 1:33,"['Jio', 'Download', 'Way2', 'http', 'bit', 'ly', 'Waay2saahi', 'baat', 'hai', 'pic', 'twitter', 'com', 'uHu60BBsvE']"
3688,10/20/2016 1:33,"['Reliance', 'Jio', 'impact', 'Airtel', 'offer', '10GB', '4G', 'data', 'Rs', '259', 'http', '24indianews', 'com', 'reliance', 'jio', 'mpact', 'airtel', 'offer', '10gb', '4g', 'data', 'rs', '259', 'pic', 'twitter', 'com', 'gq9hhCpyEv']"
3689,10/20/2016 1:32,[]
3690,10/20/2016 1:32,"['Nand', 'Gopal', 'Jio', 'http', 'www', 'maanarayanifashion', 'com', 'portfolio', 'nand', 'gopal', 'jio', 'pic', 'twitter', 'com', '8Vk3kAgsR3']"
3691,10/20/2016 1:32,"['Reliance', 'Jio', 'effect', 'Airtel', 'offers', '2GB', '4G', 'data', 'Rs', '153', 'without', 'upfront', 'charges', 'https', 'goo', 'gl', 'fb', 'nQU5GK']"
3692,10/20/2016 1:32,"['Need', 'bar', 'code', 'get', 'Jio', 'sim', 'Actually', 'phone', 'bar', 'code', 'used', 'someone', 'Don', 'know', 'If', 'anyone', 'one']"
3693,10/20/2016 1:31,"['Reliance', 'Jio', '4G', 'SIM', 'Here', 'full', 'list', 'compatible', 'devices', 'http', 'ow', 'ly', '2b8U305miY9', 'pic', 'twitter', 'com', 'W3eShuExF2']"
3694,10/20/2016 1:31,"['reliancejio', 'r', 'u', 'guys', 'swift', 'activating', 'sims', 'fr', 'ppl', 'verifying', 'thru', 'aadhar', 'cards', 'UIDAI', 'hw', 'r', 'jio', 'ppl', 'able', 'verify', 'instantly']"
3695,10/20/2016 1:31,"['3Novices', 'Reliance', 'Jio', 'effect', 'Airtel', 'offers', '2GB', '4G', 'data', 'Rs', '153', 'without', 'upfront', 'charges', 'http', 'ift', 'tt', '2dpyATW', 'Validity', 'Ai']"
3696,10/20/2016 1:30,"['Hey', 'akashgautam025']"
3697,10/20/2016 1:30,"['RelianceDigital', 'EKYC', 'KYC', 'I', 'LOCAL', 'reference', 'This', 'seems', 'JIO', 'Technical', 'problem', 'Did', 'JIO', 'technical', 'issues']"
3698,10/20/2016 1:30,"['JIO', 'http', 'www', 'birdpost', 'reliance', 'jio', 'im', 'two', 'color', '1398', 'pic', 'twitter', 'com', 'vZ6J8oY0vo']"
3699,10/20/2016 1:30,"['JioCare', 'I', 'got', 'Jio', 'sim', 'ystrdy']"
3700,10/20/2016 1:28,"['This', 'hilarious', 'Reliance', 'JIO', 'LogicalMediFeed', 'com', 'pic', 'twitter', 'com', 'QcZaVks18G']"
3701,10/20/2016 1:28,"['Adarsh', 'adikt4', 'You', 'avail', 'Jio', 'sim', 'submitting', 'POA']"
3702,10/20/2016 1:28,"['Shiki', 'kapal']"
3703,10/20/2016 1:28,['makupArtist1']
3704,10/20/2016 1:27,"['prateekpc11', 'We', 'request', 'DM', 'us', 'Jio', 'number', 'registered', 'mobile', 'number', 'assist', 'Hardeek']"
3705,10/20/2016 1:27,"['Shiki', 'kapal']"
3706,10/20/2016 1:27,"['Lenovo', 'amazonIN', 'Don', 'buy', 'Lenovo', 'phones', 'sale', 'support', 'bad']"
3707,10/20/2016 1:27,"['OfficialJioTV', 'unable', 'see', 'India', 'Newzeland', 'odi', 'jiotv', 'every', 'time', 'taking', 'hotstar', 'page', 'asking', 'jio', 'account', 'login']"
3708,10/20/2016 1:26,"['Why', 'sale', 'jio', 'sim', 'skyhigh', 'price', 'manipur', 'reliancejio']"
3709,10/20/2016 1:26,"['sdshunjan', 'Currently', 'apple', 'iPhone', '5s', 'compatible', 'Jio', 'services', 'Sachin']"
3710,10/20/2016 1:26,"['Lenovo', 'amazonIN', 'Don', 'buy', 'Lenovo', 'phones', 'sale', 'support', 'bad']"
3711,10/20/2016 1:26,"['SharabiPirate', 'Jio', 'recently', 'launched', 'YT', 'views', 'records', 'occuring', 'since', 'last', '2', 'years']"
3712,10/20/2016 1:26,"['pradeeshraghu', 'Please', 'DM', 'us', 'Jio', 'number', 'elaborate', 'concern', 'Bharat']"
3713,10/20/2016 1:26,"['reliancejio', 'Jio', '4G', 'free', 'bad', 'I', 'going', 'back', 'Airtel', 'http', 'indiatoday', 'intoday', 'story', 'Reliance', 'Jio', '4G', 'free', 'bad', 'I', 'going', 'back', 'Airtel', '1', '790541', 'html', 'via', 'indiatoday']"
3714,10/20/2016 1:26,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'Read', 'http', 'owler', 'us', 'abJMYv', 'BHARTIARTL']"
3715,10/20/2016 1:25,"['Reliance', 'Jio', 'impact', 'Airtel', 'offer', '10GB', '4G', 'data', 'Rs', '259', 'http', 'www', 'financialexpress', 'com', 'industry', 'compa', 'nies', 'reliance', 'jio', 'impact', 'bharti', 'airtel', 'announces', 'another', 'affordable', 'offer', 'price', 'rs', '259', '424673', 'reliancejio', 'airtelindia', 'speed', '2G']"
3716,10/20/2016 1:25,"['Jio', '4G', 'voice', 'call', 'offline', 'issue', 'fixed', 'http', 'fb', '5tCmUJX7q']"
3717,10/20/2016 1:25,"['RahulAhuja0593', 'We', 'request', 'DM', 'us', 'Jio', 'number', 'registered', 'mobile', 'number', 'assist', 'Hardeek']"
3718,10/20/2016 1:25,"['virendersehwag', 'sachin', 'rt', 'happy', 'b', 'day', 'dashing', 'opener', 'viru', 'jio']"
3719,10/20/2016 1:25,"['LeEco', 'Le', '2', 'EUI', '5', '8', '019S', 'enables', 'VOLTE']"
3720,10/20/2016 1:25,"['Xolo', 'Era', '2', 'With', 'Reliance', 'Jio', 'Support']"
3721,10/20/2016 1:25,"['LeEco', 'Le', '2', 'EUI', '5', '8', '019S', 'enables', 'VOLTE']"
3722,10/20/2016 1:25,"['Jio', 'Calls', 'Will', 'Always', 'Remain', 'Free']"
3723,10/20/2016 1:24,"['Reliance', 'Jio', '4G', 'Voice', 'VOLTE', 'Calling', 'Offline', 'Problem', 'Registering', 'Problem', 'SOLVED', 'http', 'fb', '5XqUzeKnr']"
3724,10/20/2016 1:24,"['Ankzcadbury', 'Please', 'DM', 'us', 'Jio', 'Number']"
3725,10/20/2016 1:24,[]
3726,10/20/2016 1:24,"['JioCare', 'speed', 'jio', 'connection', '2', 'MBS', 'one', 'quarter', 'idea', '3', 'g', 'connection', 'joi', '7015950195']"
3727,10/20/2016 1:24,"['Jio', '4G', 'voice', 'call', 'offline', 'issue', 'fixed', 'http', 'fb', '7HkwB2WtD']"
3728,10/20/2016 1:24,"['Happy', 'get', 'new', 'free', 'Jio', 'SIM']"
3729,10/20/2016 1:24,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'http', 'www', 'jollyboss', 'com', 'airtel', 'signs', '2', '30m', 'deal', 'nokia', 'deploy', '4g', '9', 'circles', 'stave', 'jio', 'threat', 'pic', 'twitter', 'com', '6xfZsmsXxx']"
3730,10/20/2016 1:24,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'https', 'goo', 'gl', 'fb', 'XOOZYx']"
3731,10/20/2016 1:22,"['Thatsmevivek', 'Please', 'DM', 'us', 'Jio', 'number', 'registered', 'mobile', 'number', 'assist', 'Asad']"
3732,10/20/2016 1:20,"['Network', 'without', 'geographical', 'boundaries', 'ie', 'IndianSim', 'jio', 'Jio4G', 'Review']"
3733,10/20/2016 1:20,"['GOPBN99', 'You', 'avail', 'jio', 'SIM', 'Paper', 'KYC', 'Aadhar', 'card', 'local', 'reference']"
3734,10/20/2016 1:20,[]
3735,10/20/2016 1:19,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'http', 'ift', 'tt', '2ewkoWt']"
3736,10/20/2016 1:19,"['svecumesh', 'Please', 'DM', 'us', 'registered', 'mobile', 'number']"
3737,10/20/2016 1:19,"['https', 'twitter', 'com', 'SAGAPLANETS', 'st', 'atus', '788698953881485312', 'http', 'www', 'jio', 'c', 'com', 'contents', 'php', 'pic', 'twitter', 'com', 'pIShpHKhGk']"
3738,10/20/2016 1:18,"['Jio', 'Navgujarat', 'Samay', 'http', 'navgujaratsamay', 'indiatimes', 'com', 'photo', 'mazza', 'ho', 'w', 'jio', '4g', 'sims', 'barcode', 'hack', 'jio', 'photoshow', '54936180', 'cms', 'via', 'navgujaratsamay']"
3739,10/20/2016 1:18,[]
3740,10/20/2016 1:18,"['JIO', 'DIGITAL', 'INDIA']"
3741,10/20/2016 1:18,"['Jio', 'Navgujarat', 'Samay', 'http', 'navgujaratsamay', 'indiatimes', 'com', 'photo', 'mazza', 'ho', 'w', 'jio', '4g', 'sims', 'barcode', 'hack', 'jio', 'photoshow', '54936184', 'cms', 'via', 'navgujaratsamay']"
3742,10/20/2016 1:18,"['NewsX', 'reliance', 'jio', 'sim', 'bhi', 'totally', 'made', 'china', 'h', 'usko', 'kyun', 'nhi', 'bandh', 'karwate', 'bharat', 'ki', 'janta', 'ko', 'bewakoof', 'banana', 'bandh', 'kro']"
3743,10/20/2016 1:18,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'http', 'dlvr', 'MV44Fv', 'pic', 'twitter', 'com', '5szvhNm1bl']"
3744,10/20/2016 1:17,"['ArvindKejriwal', 'OK']"
3745,10/20/2016 1:17,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'http', 'dlvr', 'MV449G', 'startup', 'pic', 'twitter', 'com', 'l9Zu0N7XPO']"
3746,10/20/2016 1:17,"['Jio', 'Navgujarat', 'Samay', 'http', 'navgujaratsamay', 'indiatimes', 'com', 'photo', 'mazza', 'ho', 'w', 'jio', '4g', 'sims', 'barcode', 'hack', 'jio', 'photoshow', '54936189', 'cms', 'via', 'navgujaratsamay']"
3747,10/20/2016 1:17,"['Jio', 'Navgujarat', 'Samay', 'http', 'navgujaratsamay', 'indiatimes', 'com', 'photo', 'mazza', 'ho', 'w', 'jio', '4g', 'sims', 'barcode', 'hack', 'jio', 'photoshow', '54936190', 'cms', 'via', 'navgujaratsamay']"
3748,10/20/2016 1:17,"['KurupAkhil', 'We', 'request', 'DM', 'us', 'Jio', 'number', 'registered', 'mobile', 'number', 'assist', 'Fatima']"
3749,10/20/2016 1:16,"['Mere', 'pas', 'jio', 'hai', 'bas', 'gf', 'ki', 'kami', 'hai', 'https', 'twitter', 'com', 'MiishNottyAna', 'status', '788657745016659968']"
3750,10/20/2016 1:16,"['Jio', 'Digital', 'http', 'fb', '1A7GsLRFz']"
3751,10/20/2016 1:16,"['vinod', 'nagori', 'We', 'request', 'DM', 'us', 'Jio', 'number', 'registered', 'mobile', 'number', 'assist', 'Hardeek']"
3752,10/20/2016 1:16,"['Jio', 'Digital', 'http', 'fb', '7ru3pDDft']"
3753,10/20/2016 1:16,"['83Ajeetsingh', 'Please', 'DM', 'alternate', 'number', 'Jio', 'number', 'assistance', 'Yasmeen']"
3754,10/20/2016 1:15,"['reliancejio', 'I', 'downloaded', 'coupon', 'new', 'Jio', 'sim']"
3755,10/20/2016 1:15,"['Moin', 'cad', 'Please', 'DM', 'us', 'Jio', 'number', 'contact', 'details', 'assist', 'Radhika']"
3756,10/20/2016 1:14,"['iDahele', 'The', 'Jio', 'Apple', 'offer', 'applicable', 'iPhone', 'SE']"
3757,10/20/2016 1:14,"['Airtel', 'Signs', '230M', 'Deal', 'With', 'Nokia', 'Deploy', '4G', '9', 'Circles', 'To', 'Stave', 'Off', 'Jio', 'Threat', 'http', 'bit', 'ly', '2ewlMsh']"
